title,instructor,description,type,difficulty,num_reviews,rating,price,url
Blockchain and Bitcoin Fundamentals,['George Levy'],Learn the key elements of blockchain and Bitcoin in this bestselling video course and accompanying PDF glossary.,finance-and-accounting,Beginner,"(32,809)",4.6,True,https://www.udemy.com/course/blockchain-and-bitcoin-fundamentals/
Investing In Stocks  The Complete Course! (14 Hour),"['Steve Ballinger', 'MBA']",Master Stock Market Investing & Trading in the Stock Market. Top Instructor & Millionaire Investor. Investing & Trading,finance-and-accounting,All Levels,"(31,269)",4.5,True,https://www.udemy.com/course/investing-in-stocks/
The Complete Financial Analyst Training & Investing Course,['Chris Haroun'],"Succeed as a Financial Analyst &Investor by Award Winning MBA Prof who worked @Goldman, in Hedge Funds & Venture Capital",finance-and-accounting,All Levels,"(28,609)",4.5,True,https://www.udemy.com/course/the-complete-financial-analyst-training-and-investing-course/
The Complete Investment Banking Course 2022,['365 Careers'],"The #1 Course to Land a Job in Investment Banking. IPOs, Bonds, M&A, Trading, LBOs, Valuation: Everything  is included!",finance-and-accounting,All Levels,"(28,527)",4.5,True,https://www.udemy.com/course/the-complete-investment-banking-course-2016/
"Introduction to Finance, Accounting, Modeling and Valuation",['Chris Haroun'],"Learn Finance & Accounting from Scratch by an Award Winning MBA Professor, Ivy Grad, worked @ Goldman & VC",finance-and-accounting,All Levels,"(25,608)",4.5,True,https://www.udemy.com/course/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/
Python for Finance: Investment Fundamentals & Data Analytics,['365 Careers'],Learn Python Programming and Conduct Real-World Financial Analysis in Python - Complete Python Training,finance-and-accounting,All Levels,"(24,092)",4.6,True,https://www.udemy.com/course/python-for-finance-investment-fundamentals-data-analytics/
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,"['Kirill Eremenko', 'ForexBoat Team']",Forex Trading - Beginners and Experienced - Learn trading by Doing! Live examples: Forex with Real Money in Metatrader 4,finance-and-accounting,Beginner,"(20,110)",4.6,True,https://www.udemy.com/course/forex-trading/
Cryptocurrency Investment Course 2022: Fund your Retirement!,['Suppoman ™'],"Complete A-Z Guide to Bitcoin, Blockchain, Ethereum, Altcoins, Metaverse, NFT, DeFi & Meme coins for your retirement!",finance-and-accounting,All Levels,"(19,027)",4.6,True,https://www.udemy.com/course/cryptocurrency/
Technical Analysis MasterClass:Trading By Technical Analysis,"['Jyoti Bansal (NCFM,NISM Certified Technical Analyst & Investment Adviser )', 'Jyoti Bansal Analysis']","Stock Market Technical Analysis Secrets for Forex , Stock Trading , Options , Swing Trading & Day Trading + ASSIGNMENTS",finance-and-accounting,All Levels,"(17,492)",4.5,True,https://www.udemy.com/course/technical_analysis/
The Complete Cryptocurrency Course: More than 5 Courses in 1,['Chris Haroun'],"Learn everything you need to know about cryptocurrency and blockchain, including investing, mining and much more!",finance-and-accounting,All Levels,"(15,103)",4.6,True,https://www.udemy.com/course/the-complete-cryptocurrency-course-more-than-5-courses-in-1/
Advanced Stock Trading Course + Strategies,"['Mohsen Hassan', 'bloom team']","Learn To Trade The Stock Market. For: Stocks, Day Trading, Swing Trading and Financial Trading",finance-and-accounting,All Levels,"(11,881)",4.5,True,https://www.udemy.com/course/advanced-course-plus-strategies/
The Complete Foundation FOREX Trading Course,"['Mohsen Hassan', 'bloom team']","Learn To Trade The FOREX Market by A Trading Firm CEO. Inc: Technical Analysis, Candlesticks, Live Trading + much more",finance-and-accounting,All Levels,"(11,649)",4.6,True,https://www.udemy.com/course/the-complete-foundation-forex-trading-course/
Accounting in 60 Minutes - A Brief Introduction,['Vincent Turner'],Learn the very basics of accounting in just about an hour.,finance-and-accounting,Beginner,"(11,101)",4.5,True,https://www.udemy.com/course/accounting-in-60-minutes-a-brief-introduction/
Cognitive Behavioural Therapy (CBT) Practitioner Course,"['Kain Ramsay', 'The Academy of Modern Applied Psychology']",Become a Certified Cognitive Behavioural Therapy (CBT) Practitioner and elevate your understanding of human behaviour.,health-and-fitness,All Levels,"(31,215)",4.6,True,https://www.udemy.com/course/cognitive-behavioural-therapy-online-course-cbt-practitioner-course/
Therapeutic Art Life Coach Certification  (Accredited),"['Joeel & Natalie Rivera', 'Victoria Hawkins', 'Transformation Services']","Therapeutic Art: Help Clients Heal, Reduce Stress & Manifest Dreams with Mandalas, Affirmations, Vision Boards & More",health-and-fitness,All Levels,"(12,231)",4.3,True,https://www.udemy.com/course/art-therapy-life-coach-certification/
Herbalism :: Introduction & Medicine Making Certificate,['Elizabeth Heck'],"Take charge of your health with herbal medicine. Using herbs and natural holistic medicine is easy, effective and safe.",health-and-fitness,All Levels,"(10,874)",4.7,True,https://www.udemy.com/course/herbalism-medicine-making/
Internationally Accredited Diploma Certificate in Nutrition,"['Akash Sehrawat', 'Fabulous Body', 'Teaching Assistant']",Learn how to eat healthy and understand the fundamentals of nutrition science,health-and-fitness,All Levels,"(9,817)",4.4,True,https://www.udemy.com/course/internationally-accredited-diploma-certificate-in-nutrition/
Complete Fitness Trainer Certification: Beginner To Advanced,['Felix Harder'],"Become A Fitness Coach: Create Muscle Growth & Fat Loss Workouts, Build A Fitness Training Business & Be A Health Expert",health-and-fitness,All Levels,"(6,696)",4.6,True,https://www.udemy.com/course/complete-fitness-trainer-certification-beginner-to-advanced/
15 Minutes x 15 Days Yoga Mobility Challenge,['Abi Carver'],"Increase your flexibility and range of motion, energise your body and improve your yoga skills in 15 minutes a day.",health-and-fitness,Intermediate,"(6,275)",4.6,True,https://www.udemy.com/course/yoga-mobility-challenge-15-minutes-x-15-days-66/
Diet And Nutrition Coach Certification: Beginner To Advanced,['Felix Harder'],"Become A Nutrition Coach: Create Muscle Growth & Fat Loss Meal Plans, Build A Fitness Diet Business & Be A Health Expert",health-and-fitness,All Levels,"(5,785)",4.6,True,https://www.udemy.com/course/diet-nutrition-coach-certification-beginner-to-advanced/
Nutrition Masterclass: Build Your Perfect Diet & Meal Plan,['Felix Harder'],"Learn The Truth About Nutrition, Dieting For Weight Loss, Building Muscle, Healthy Eating, Meal Planning, Fat Loss",health-and-fitness,All Levels,"(5,688)",4.6,True,https://www.udemy.com/course/nutrition-masterclass-build-your-perfect-diet-meal-plan/
Aromatherapy- Using Essential Oils For Natural Living (5 CE),['Mark Perren-Jones'],"Aromatherapy-Blend Aromatherapy Essential Oils By The Notes, Beauty Products, Cleaning Products, Balms And Scrubs !",health-and-fitness,All Levels,"(5,357)",4.7,True,https://www.udemy.com/course/aromatherapy-how-to-use-essential-oils-in-your-everyday-life/
Elevate Your Tennis Game: Learn from Champion Andre Agassi,['Andre Agassi'],Level up your tennis game with the next best thing to a private lesson. Master insider secrets and a winner’s mindset.,health-and-fitness,Intermediate,"(5,159)",4.5,True,https://www.udemy.com/course/andreagassi/
Learn Meditation with Certification to Guide Others,['Melissa Crowhurst'],"Learn meditation for stress relief, mindfulness, anxiety & more! Includes 10 guided audios & Meditation Certificate",health-and-fitness,All Levels,"(5,082)",4.7,True,https://www.udemy.com/course/learn-to-meditate/
Kids Yoga Teacher Training Certificate Course - Ages 2-17,['Jessica Fleming'],"Confidently teach fun, safe and engaging yoga classes to kids aged 2 to 17 years - Kids Yoga Business Training included!",health-and-fitness,All Levels,"(5,082)",4.7,True,https://www.udemy.com/course/kids-yoga-teacher-training-certificate-course/
Sit Less Move More - Office Desk Exercise To Improve Posture,['Posture Videos'],"Helping people and the organizations they work for – engage, flourish and thrive with daily office-based body movement!",health-and-fitness,All Levels,"(4,655)",4.5,True,https://www.udemy.com/course/sit-less-move-more-office-desk-exercise-to-improve-posture/
Become a SuperHuman: Naturally & Safely Boost Testosterone,"['Jonathan Levi', 'SuperHuman Academy®']","Hack diet, exercise, & habits to safely boost your testosterone; the motivation, fitness, health, & happiness super drug",health-and-fitness,All Levels,"(4,623)",4.7,True,https://www.udemy.com/course/become-a-superhuman-naturally-safely-boost-testosterone/
"""Breath is Life"" Breathwork & Meditation course",['Michaël Bijker'],"Tap into the power of your breath and develop health, happiness and inner richness. A complete breathwork course.",health-and-fitness,All Levels,"(4,450)",4.7,True,https://www.udemy.com/course/breathing/
Isla Verde Spa Relaxation Massage Certificate Course,['Mark Perren-Jones'],This is a Complete Massage Course That Will Teach You Everything That You Need to Know to Give Amazing Massages,health-and-fitness,All Levels,"(4,337)",4.7,True,https://www.udemy.com/course/award-winning-isla-verde-spa-relaxation-massage-masterclass/
Ultimate AWS Certified Solutions Architect Associate 2022,"['Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer']",Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C02!,it-and-software,All Levels,"(122,620)",4.7,True,https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c02/
Learn Ethical Hacking From Scratch,"['Zaid Sabih', 'z Security']",Become an ethical hacker that can hack computer systems like black hat hackers and secure them like security experts.,it-and-software,All Levels,"(104,060)",4.6,True,https://www.udemy.com/course/learn-ethical-hacking-from-scratch/
[NEW] Ultimate AWS Certified Cloud Practitioner - 2022,"['Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer']",Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C01 exam!,it-and-software,Beginner,"(85,570)",4.7,True,https://www.udemy.com/course/aws-certified-cloud-practitioner-new/
TOTAL: CompTIA A+ Certification (220-1001).,"['Total Seminars • 900,000+ Enrollments', 'Mike Meyers']","Course 1: Everything you need to pass the A+ Certification Core 1 (220-1001) Exam, from Mike Meyers and Total Seminars.",it-and-software,Beginner,"(57,959)",4.7,True,https://www.udemy.com/course/new-comptia-a-2019-certification-1001-the-total-course/
Ultimate AWS Certified Developer Associate 2022 - NEW!,"['Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer']",Full Practice Exam with Explanations included! PASS the Amazon Web Services Certified Developer Certification DVA-C01.,it-and-software,All Levels,"(57,837)",4.7,True,https://www.udemy.com/course/aws-certified-developer-associate-dva-c01/
AZ-900: Microsoft Azure Fundamentals Exam Prep - JAN 2022,"['Scott Duffy  • 700.000+ Students', 'Software Architect.ca']","Learn the fundamentals of Azure, and get certified, with this complete beginner's AZ-900 course, includes practice test!",it-and-software,Beginner,"(52,981)",4.5,True,https://www.udemy.com/course/az900-azure/
Kubernetes for the Absolute Beginners - Hands-on,"['Mumshad Mannambeth', 'KodeKloud Training']","Learn Kubernetes in simple, easy and fun way with hands-on coding exercises. For beginners in DevOps.",it-and-software,Beginner,"(45,183)",4.7,True,https://www.udemy.com/course/learn-kubernetes/
Microsoft Azure - Beginner's Guide + AZ-900 -  2022,['Alan Rodrigues'],Beginning your journey on Microsoft Azure,it-and-software,Beginner,"(42,715)",4.5,True,https://www.udemy.com/course/microsoft-azure-beginners-guide/
Cisco CCNA 200-301 – The Complete Guide to Getting Certified,['Neil Anderson'],The top rated CCNA course online and only one where all questions get a response. Full lab exercises included.,it-and-software,Beginner,"(41,990)",4.8,True,https://www.udemy.com/course/ccna-complete/
The Complete Cyber Security Course : Hackers Exposed!,['Nathan House'],"Volume 1 : Become a Cyber Security Specialist, Learn How to Stop Hackers, Prevent Hacking,  Learn IT Security &  INFOSEC",it-and-software,All Levels,"(41,839)",4.5,True,https://www.udemy.com/course/the-complete-internet-security-privacy-course-volume-1/
Certified Kubernetes Administrator (CKA) with Practice Tests,"['Mumshad Mannambeth', 'KodeKloud Training']",Prepare for the Certified Kubernetes Administrators Certification with live practice tests right in your browser - CKA,it-and-software,All Levels,"(38,472)",4.7,True,https://www.udemy.com/course/certified-kubernetes-administrator-with-practice-tests/
The Complete Networking Fundamentals Course. Your CCNA start,['David Bombal'],Learn about networking and start your journey to Cisco 200-301 Certification.,it-and-software,Beginner,"(34,253)",4.6,True,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/
Docker for the Absolute Beginner - Hands On - DevOps,"['Mumshad Mannambeth', 'KodeKloud Training']",Learn Docker with Hands On Coding Exercises. For beginners in DevOps,it-and-software,Beginner,"(33,455)",4.7,True,https://www.udemy.com/course/learn-docker/
The Complete Oracle SQL Certification Course,['Imtiaz Ahmad'],"Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer!",it-and-software,All Levels,"(33,371)",4.6,True,https://www.udemy.com/course/the-complete-oracle-sql-certification-course/
Learn Linux in 5 Days and Level Up Your Career,['Jason Cannon'],Use the in-demand Linux skills you learn in this course to get promoted or start a new career as a Linux professional.,it-and-software,All Levels,"(32,950)",4.5,True,https://www.udemy.com/course/learn-linux-in-5-days/
Blockchain and Bitcoin Fundamentals,['George Levy'],Learn the key elements of blockchain and Bitcoin in this bestselling video course and accompanying PDF glossary.,it-and-software,Beginner,"(32,809)",4.6,True,https://www.udemy.com/course/blockchain-and-bitcoin-fundamentals/
"Reiki Level I, II and Master/Teacher Program",['Lisa Powers'],"Learn Reiki Levels 1, 2 and Master Level to become a Certified Traditional Usui Reiki Practitioner/Instructor",lifestyle,All Levels,"(47,937)",4.8,True,https://www.udemy.com/course/reikicourse/
"Reiki Level I, II and Master Certification - Energy Healing",['Melissa Crowhurst'],"Become a Certified Usui Reiki Practitioner - Heal Yourself, Family, Friends, Clients, Pets and More with Energy Healing!",lifestyle,All Levels,"(23,742)",4.8,True,https://www.udemy.com/course/reiki-master-certification-energy-healing/
The Art & Science of Drawing / BASIC SKILLS,['Brent Eviston'],Drawing is not a talent. It's a skill anyone can learn.,lifestyle,Beginner,"(11,435)",4.7,True,https://www.udemy.com/course/the-art-and-science-of-drawing/
Tarot Card Success - The Complete Tarot Reading Course,['Sal Jade'],TAROT CERTIFICATE COURSE! Master your Psychic Ability and Learn to Give Accurate Professional Level Tarot Card Readings,lifestyle,All Levels,"(10,178)",4.8,True,https://www.udemy.com/course/tarot-card-meaningshow-to-read-tarot-like-an-expert/
100% Official NLP Practitioner Certification iGNLP™ / ABNLP,"['Matthew Barnett', 'HeadgearLabs™ Personal & Professional Development']",NLP Get the only Genuine 100%  iGNLP™ & ABNLP Accredited - NLP Practitioner Certification Recognised Globally,lifestyle,All Levels,"(8,057)",4.7,True,https://www.udemy.com/course/nlp-practitioner-neuro-linguistic-programming-certification-abnlp/
Crystal Reiki Master/Teacher Certification,['Lisa Powers'],Step into your power and become a Certified Crystal Reiki Master,lifestyle,Expert,"(7,603)",4.8,True,https://www.udemy.com/course/crystal-reiki/
Animal Reiki Practitioner Certification,['Lisa Powers'],Learn how to use Reiki energy to help animals,lifestyle,All Levels,"(7,303)",4.7,True,https://www.udemy.com/course/animal-reiki-certification/
